,customer_id,address,postcode,state,country,property_valuation,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
5067,902,9 Northridge Lane,2340,NSW,Australia,3,2017-01-10,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,Vasiltsov,Vasiltsov,Female,37.0,1989-07-26,Staff Scientist,Retail,Mass Customer,No,No,18.0
5081,905,237 Summit Pass,4506,QLD,Australia,3,2017-09-16,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,Drinkel,Drinkel,Female,41.0,1978-02-11,Safety Technician II,Manufacturing,Affluent Customer,No,No,12.0
5082,905,237 Summit Pass,4506,QLD,Australia,3,2017-09-04,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,Drinkel,Drinkel,Female,41.0,1978-02-11,Safety Technician II,Manufacturing,Affluent Customer,No,No,12.0
5083,905,237 Summit Pass,4506,QLD,Australia,3,2017-07-17,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,Drinkel,Drinkel,Female,41.0,1978-02-11,Safety Technician II,Manufacturing,Affluent Customer,No,No,12.0
5084,905,237 Summit Pass,4506,QLD,Australia,3,2017-04-22,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,Drinkel,Drinkel,Female,41.0,1978-02-11,Safety Technician II,Manufacturing,Affluent Customer,No,No,12.0
5085,905,237 Summit Pass,4506,QLD,Australia,3,2017-04-01,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,Drinkel,Drinkel,Female,41.0,1978-02-11,Safety Technician II,Manufacturing,Affluent Customer,No,No,12.0
5086,905,237 Summit Pass,4506,QLD,Australia,3,2017-03-31,False,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,Drinkel,Drinkel,Female,41.0,1978-02-11,Safety Technician II,Manufacturing,Affluent Customer,No,No,12.0
5087,905,237 Summit Pass,4506,QLD,Australia,3,2017-01-21,True,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0,Drinkel,Drinkel,Female,41.0,1978-02-11,Safety Technician II,Manufacturing,Affluent Customer,No,No,12.0
5088,905,237 Summit Pass,4506,QLD,Australia,3,2017-01-14,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,Drinkel,Drinkel,Female,41.0,1978-02-11,Safety Technician II,Manufacturing,Affluent Customer,No,No,12.0
5089,906,1 Cottonwood Street,3150,VIC,Australia,9,2017-12-14,False,Approved,Solex,Road,medium,large,1777.8,820.78,33455.0,Marcroft,Marcroft,Male,73.0,1998-12-30,Financial Analyst,Financial Services,High Net Worth,No,Yes,3.0
5090,906,1 Cottonwood Street,3150,VIC,Australia,9,2017-12-01,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,33549.0,Marcroft,Marcroft,Male,73.0,1998-12-30,Financial Analyst,Financial Services,High Net Worth,No,Yes,3.0
5091,906,1 Cottonwood Street,3150,VIC,Australia,9,2017-08-16,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,34165.0,Marcroft,Marcroft,Male,73.0,1998-12-30,Financial Analyst,Financial Services,High Net Worth,No,Yes,3.0
5092,906,1 Cottonwood Street,3150,VIC,Australia,9,2017-06-29,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,38991.0,Marcroft,Marcroft,Male,73.0,1998-12-30,Financial Analyst,Financial Services,High Net Worth,No,Yes,3.0
5093,906,1 Cottonwood Street,3150,VIC,Australia,9,2017-05-02,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,33879.0,Marcroft,Marcroft,Male,73.0,1998-12-30,Financial Analyst,Financial Services,High Net Worth,No,Yes,3.0
5094,906,1 Cottonwood Street,3150,VIC,Australia,9,2017-05-01,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,41434.0,Marcroft,Marcroft,Male,73.0,1998-12-30,Financial Analyst,Financial Services,High Net Worth,No,Yes,3.0
5095,906,1 Cottonwood Street,3150,VIC,Australia,9,2017-04-28,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0,Marcroft,Marcroft,Male,73.0,1998-12-30,Financial Analyst,Financial Services,High Net Worth,No,Yes,3.0
5096,906,1 Cottonwood Street,3150,VIC,Australia,9,2017-04-01,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,42145.0,Marcroft,Marcroft,Male,73.0,1998-12-30,Financial Analyst,Financial Services,High Net Worth,No,Yes,3.0
5097,906,1 Cottonwood Street,3150,VIC,Australia,9,2017-01-16,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,Marcroft,Marcroft,Male,73.0,1998-12-30,Financial Analyst,Financial Services,High Net Worth,No,Yes,3.0
5098,907,8642 Forest Run Avenue,2026,NSW,Australia,9,2017-12-04,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,35470.0,McWhin,McWhin,Male,51.0,1978-12-25,Sales Associate,Property,High Net Worth,No,Yes,17.0
5099,907,8642 Forest Run Avenue,2026,NSW,Australia,9,2017-09-16,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,38750.0,McWhin,McWhin,Male,51.0,1978-12-25,Sales Associate,Property,High Net Worth,No,Yes,17.0
5100,907,8642 Forest Run Avenue,2026,NSW,Australia,9,2017-08-31,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38482.0,McWhin,McWhin,Male,51.0,1978-12-25,Sales Associate,Property,High Net Worth,No,Yes,17.0
5101,907,8642 Forest Run Avenue,2026,NSW,Australia,9,2017-08-03,True,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,33364.0,McWhin,McWhin,Male,51.0,1978-12-25,Sales Associate,Property,High Net Worth,No,Yes,17.0
5102,907,8642 Forest Run Avenue,2026,NSW,Australia,9,2017-06-26,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,McWhin,McWhin,Male,51.0,1978-12-25,Sales Associate,Property,High Net Worth,No,Yes,17.0
5103,907,8642 Forest Run Avenue,2026,NSW,Australia,9,2017-03-28,False,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,42172.0,McWhin,McWhin,Male,51.0,1978-12-25,Sales Associate,Property,High Net Worth,No,Yes,17.0
5104,907,8642 Forest Run Avenue,2026,NSW,Australia,9,2017-01-28,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,35052.0,McWhin,McWhin,Male,51.0,1978-12-25,Sales Associate,Property,High Net Worth,No,Yes,17.0
5117,910,60086 Summit Lane,2116,NSW,Australia,10,2017-04-02,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,Foulcher,Foulcher,Male,50.0,1986-04-26,Biostatistician I,Financial Services,Mass Customer,No,No,14.0
5118,910,60086 Summit Lane,2116,NSW,Australia,10,2017-01-22,True,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,Foulcher,Foulcher,Male,50.0,1986-04-26,Biostatistician I,Financial Services,Mass Customer,No,No,14.0
5119,911,5 Farmco Way,2747,NSW,Australia,8,2017-11-04,False,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,Shawcroft,Shawcroft,Male,62.0,1974-10-13,Structural Analysis Engineer,Property,Affluent Customer,No,No,3.0
5120,911,5 Farmco Way,2747,NSW,Australia,8,2017-06-08,True,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,Shawcroft,Shawcroft,Male,62.0,1974-10-13,Structural Analysis Engineer,Property,Affluent Customer,No,No,3.0
5121,911,5 Farmco Way,2747,NSW,Australia,8,2017-05-06,False,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549.0,Shawcroft,Shawcroft,Male,62.0,1974-10-13,Structural Analysis Engineer,Property,Affluent Customer,No,No,3.0
5122,911,5 Farmco Way,2747,NSW,Australia,8,2017-02-28,False,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0,Shawcroft,Shawcroft,Male,62.0,1974-10-13,Structural Analysis Engineer,Property,Affluent Customer,No,No,3.0
5123,911,5 Farmco Way,2747,NSW,Australia,8,2017-01-04,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0,Shawcroft,Shawcroft,Male,62.0,1974-10-13,Structural Analysis Engineer,Property,Affluent Customer,No,No,3.0
5124,912,33 Kropf Hill,2211,NSW,Australia,10,2017-11-20,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36367.0,Dalmon,Dalmon,Male,37.0,1968-07-19,Sales Representative,Retail,Mass Customer,No,Yes,19.0
5125,912,33 Kropf Hill,2211,NSW,Australia,10,2017-11-10,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,35560.0,Dalmon,Dalmon,Male,37.0,1968-07-19,Sales Representative,Retail,Mass Customer,No,Yes,19.0
5126,912,33 Kropf Hill,2211,NSW,Australia,10,2017-09-15,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,36367.0,Dalmon,Dalmon,Male,37.0,1968-07-19,Sales Representative,Retail,Mass Customer,No,Yes,19.0
5127,912,33 Kropf Hill,2211,NSW,Australia,10,2017-08-22,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,41047.0,Dalmon,Dalmon,Male,37.0,1968-07-19,Sales Representative,Retail,Mass Customer,No,Yes,19.0
5128,912,33 Kropf Hill,2211,NSW,Australia,10,2017-07-26,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,42295.0,Dalmon,Dalmon,Male,37.0,1968-07-19,Sales Representative,Retail,Mass Customer,No,Yes,19.0
5129,912,33 Kropf Hill,2211,NSW,Australia,10,2017-04-17,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,38647.0,Dalmon,Dalmon,Male,37.0,1968-07-19,Sales Representative,Retail,Mass Customer,No,Yes,19.0
5130,912,33 Kropf Hill,2211,NSW,Australia,10,2017-03-02,False,Approved,Solex,Road,medium,large,1777.8,820.78,33455.0,Dalmon,Dalmon,Male,37.0,1968-07-19,Sales Representative,Retail,Mass Customer,No,Yes,19.0
5134,914,87140 Mandrake Lane,3124,VIC,Australia,8,2017-09-15,True,Approved,Solex,Touring,medium,large,2083.94,675.03,34079.0,Egleton,Egleton,Male,73.0,1999-06-16,Chemical Engineer,Manufacturing,Affluent Customer,No,Yes,2.0
5135,914,87140 Mandrake Lane,3124,VIC,Australia,8,2017-08-17,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,40670.0,Egleton,Egleton,Male,73.0,1999-06-16,Chemical Engineer,Manufacturing,Affluent Customer,No,Yes,2.0
5136,914,87140 Mandrake Lane,3124,VIC,Australia,8,2017-06-18,False,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,36668.0,Egleton,Egleton,Male,73.0,1999-06-16,Chemical Engineer,Manufacturing,Affluent Customer,No,Yes,2.0
5137,914,87140 Mandrake Lane,3124,VIC,Australia,8,2017-01-31,True,Approved,WeareA2B,Road,low,small,1172.78,1043.77,38002.0,Egleton,Egleton,Male,73.0,1999-06-16,Chemical Engineer,Manufacturing,Affluent Customer,No,Yes,2.0
5138,914,87140 Mandrake Lane,3124,VIC,Australia,8,2017-01-20,False,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668.0,Egleton,Egleton,Male,73.0,1999-06-16,Chemical Engineer,Manufacturing,Affluent Customer,No,Yes,2.0
5139,915,69278 High Crossing Place,2795,NSW,Australia,5,2017-12-02,True,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,Orrice,Orrice,Female,17.0,1984-09-07,Budget/Accounting Analyst IV,Entertainment,Mass Customer,No,No,7.0
5140,915,69278 High Crossing Place,2795,NSW,Australia,5,2017-04-13,False,Cancelled,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0,Orrice,Orrice,Female,17.0,1984-09-07,Budget/Accounting Analyst IV,Entertainment,Mass Customer,No,No,7.0
5141,915,69278 High Crossing Place,2795,NSW,Australia,5,2017-04-08,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,Orrice,Orrice,Female,17.0,1984-09-07,Budget/Accounting Analyst IV,Entertainment,Mass Customer,No,No,7.0
5142,915,69278 High Crossing Place,2795,NSW,Australia,5,2017-03-24,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,Orrice,Orrice,Female,17.0,1984-09-07,Budget/Accounting Analyst IV,Entertainment,Mass Customer,No,No,7.0
5143,915,69278 High Crossing Place,2795,NSW,Australia,5,2017-03-21,False,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0,Orrice,Orrice,Female,17.0,1984-09-07,Budget/Accounting Analyst IV,Entertainment,Mass Customer,No,No,7.0
5148,917,50 2nd Center,3188,VIC,Australia,9,2017-11-25,False,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,MacKaig,MacKaig,Male,63.0,1964-05-06,VP Product Management,Financial Services,Mass Customer,No,No,19.0
5149,917,50 2nd Center,3188,VIC,Australia,9,2017-11-13,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,MacKaig,MacKaig,Male,63.0,1964-05-06,VP Product Management,Financial Services,Mass Customer,No,No,19.0
5150,917,50 2nd Center,3188,VIC,Australia,9,2017-11-11,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0,MacKaig,MacKaig,Male,63.0,1964-05-06,VP Product Management,Financial Services,Mass Customer,No,No,19.0
5151,917,50 2nd Center,3188,VIC,Australia,9,2017-08-26,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,MacKaig,MacKaig,Male,63.0,1964-05-06,VP Product Management,Financial Services,Mass Customer,No,No,19.0
5152,917,50 2nd Center,3188,VIC,Australia,9,2017-06-05,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,MacKaig,MacKaig,Male,63.0,1964-05-06,VP Product Management,Financial Services,Mass Customer,No,No,19.0
5153,917,50 2nd Center,3188,VIC,Australia,9,2017-04-08,False,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,MacKaig,MacKaig,Male,63.0,1964-05-06,VP Product Management,Financial Services,Mass Customer,No,No,19.0
5154,917,50 2nd Center,3188,VIC,Australia,9,2017-03-29,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,MacKaig,MacKaig,Male,63.0,1964-05-06,VP Product Management,Financial Services,Mass Customer,No,No,19.0
5155,917,50 2nd Center,3188,VIC,Australia,9,2017-02-14,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,MacKaig,MacKaig,Male,63.0,1964-05-06,VP Product Management,Financial Services,Mass Customer,No,No,19.0
5156,918,8 Colorado Circle,3730,VIC,Australia,4,2017-12-14,True,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0,Chiles,Chiles,Male,73.0,1975-02-26,Internal Auditor,Health,High Net Worth,No,No,13.0
5157,918,8 Colorado Circle,3730,VIC,Australia,4,2017-10-06,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145.0,Chiles,Chiles,Male,73.0,1975-02-26,Internal Auditor,Health,High Net Worth,No,No,13.0
5158,918,8 Colorado Circle,3730,VIC,Australia,4,2017-06-03,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,Chiles,Chiles,Male,73.0,1975-02-26,Internal Auditor,Health,High Net Worth,No,No,13.0
5159,918,8 Colorado Circle,3730,VIC,Australia,4,2017-05-10,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,Chiles,Chiles,Male,73.0,1975-02-26,Internal Auditor,Health,High Net Worth,No,No,13.0
5160,918,8 Colorado Circle,3730,VIC,Australia,4,2017-01-16,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,Chiles,Chiles,Male,73.0,1975-02-26,Internal Auditor,Health,High Net Worth,No,No,13.0
5161,919,55 Daystar Court,2234,NSW,Australia,10,2017-10-11,True,Approved,WeareA2B,Standard,low,medium,642.31,513.85,42226.0,Peltzer,Peltzer,Male,48.0,1987-07-17,Registered Nurse,Health,Mass Customer,No,Yes,13.0
5162,919,55 Daystar Court,2234,NSW,Australia,10,2017-10-05,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,35160.0,Peltzer,Peltzer,Male,48.0,1987-07-17,Registered Nurse,Health,Mass Customer,No,Yes,13.0
5163,919,55 Daystar Court,2234,NSW,Australia,10,2017-09-28,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38258.0,Peltzer,Peltzer,Male,48.0,1987-07-17,Registered Nurse,Health,Mass Customer,No,Yes,13.0
5164,919,55 Daystar Court,2234,NSW,Australia,10,2017-08-18,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,34586.0,Peltzer,Peltzer,Male,48.0,1987-07-17,Registered Nurse,Health,Mass Customer,No,Yes,13.0
5165,919,55 Daystar Court,2234,NSW,Australia,10,2017-06-15,True,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0,Peltzer,Peltzer,Male,48.0,1987-07-17,Registered Nurse,Health,Mass Customer,No,Yes,13.0
5166,919,55 Daystar Court,2234,NSW,Australia,10,2017-06-04,False,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,33259.0,Peltzer,Peltzer,Male,48.0,1987-07-17,Registered Nurse,Health,Mass Customer,No,Yes,13.0
5167,919,55 Daystar Court,2234,NSW,Australia,10,2017-04-30,True,Approved,Solex,Road,medium,small,1703.52,1516.13,39298.0,Peltzer,Peltzer,Male,48.0,1987-07-17,Registered Nurse,Health,Mass Customer,No,Yes,13.0
5168,919,55 Daystar Court,2234,NSW,Australia,10,2017-01-11,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37659.0,Peltzer,Peltzer,Male,48.0,1987-07-17,Registered Nurse,Health,Mass Customer,No,Yes,13.0
5169,919,55 Daystar Court,2234,NSW,Australia,10,2017-01-03,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41167.0,Peltzer,Peltzer,Male,48.0,1987-07-17,Registered Nurse,Health,Mass Customer,No,Yes,13.0
5170,920,21 Dwight Crossing,2062,NSW,Australia,10,2017-10-01,True,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,33364.0,Thornborrow,Thornborrow,Male,89.0,1976-01-19,Software Test Engineer IV,Health,Mass Customer,No,Yes,19.0
5171,920,21 Dwight Crossing,2062,NSW,Australia,10,2017-05-04,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,33429.0,Thornborrow,Thornborrow,Male,89.0,1976-01-19,Software Test Engineer IV,Health,Mass Customer,No,Yes,19.0
5172,920,21 Dwight Crossing,2062,NSW,Australia,10,2017-04-22,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,37539.0,Thornborrow,Thornborrow,Male,89.0,1976-01-19,Software Test Engineer IV,Health,Mass Customer,No,Yes,19.0
5173,920,21 Dwight Crossing,2062,NSW,Australia,10,2017-04-04,True,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,Thornborrow,Thornborrow,Male,89.0,1976-01-19,Software Test Engineer IV,Health,Mass Customer,No,Yes,19.0
5174,920,21 Dwight Crossing,2062,NSW,Australia,10,2017-02-26,True,Approved,WeareA2B,Standard,low,medium,642.31,513.85,42226.0,Thornborrow,Thornborrow,Male,89.0,1976-01-19,Software Test Engineer IV,Health,Mass Customer,No,Yes,19.0
5175,920,21 Dwight Crossing,2062,NSW,Australia,10,2017-02-08,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,41345.0,Thornborrow,Thornborrow,Male,89.0,1976-01-19,Software Test Engineer IV,Health,Mass Customer,No,Yes,19.0
5176,921,3828 Norway Maple Avenue,2027,NSW,Australia,11,2017-11-16,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0,Seneschal,Seneschal,Female,77.0,1979-12-19,Help Desk Technician,Manufacturing,Mass Customer,No,No,7.0
5177,921,3828 Norway Maple Avenue,2027,NSW,Australia,11,2017-09-20,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,Seneschal,Seneschal,Female,77.0,1979-12-19,Help Desk Technician,Manufacturing,Mass Customer,No,No,7.0
5178,921,3828 Norway Maple Avenue,2027,NSW,Australia,11,2017-09-07,False,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0,Seneschal,Seneschal,Female,77.0,1979-12-19,Help Desk Technician,Manufacturing,Mass Customer,No,No,7.0
5179,921,3828 Norway Maple Avenue,2027,NSW,Australia,11,2017-08-24,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,Seneschal,Seneschal,Female,77.0,1979-12-19,Help Desk Technician,Manufacturing,Mass Customer,No,No,7.0
5180,921,3828 Norway Maple Avenue,2027,NSW,Australia,11,2017-04-23,False,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0,Seneschal,Seneschal,Female,77.0,1979-12-19,Help Desk Technician,Manufacturing,Mass Customer,No,No,7.0
5181,921,3828 Norway Maple Avenue,2027,NSW,Australia,11,2017-04-15,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258.0,Seneschal,Seneschal,Female,77.0,1979-12-19,Help Desk Technician,Manufacturing,Mass Customer,No,No,7.0
5182,921,3828 Norway Maple Avenue,2027,NSW,Australia,11,2017-04-15,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0,Seneschal,Seneschal,Female,77.0,1979-12-19,Help Desk Technician,Manufacturing,Mass Customer,No,No,7.0
5183,922,3044 Summer Ridge Center,3060,VIC,Australia,8,2017-06-25,False,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,Ralston,Ralston,Female,52.0,1972-10-10,Operator,Financial Services,Mass Customer,No,No,19.0
5184,923,43455 Carey Center,4131,QLD,Australia,4,2017-11-28,False,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,Grimwade,Grimwade,Male,44.0,1977-06-26,Senior Financial Analyst,Financial Services,High Net Worth,No,No,19.0
5185,923,43455 Carey Center,4131,QLD,Australia,4,2017-11-02,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0,Grimwade,Grimwade,Male,44.0,1977-06-26,Senior Financial Analyst,Financial Services,High Net Worth,No,No,19.0
5186,923,43455 Carey Center,4131,QLD,Australia,4,2017-10-04,False,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0,Grimwade,Grimwade,Male,44.0,1977-06-26,Senior Financial Analyst,Financial Services,High Net Worth,No,No,19.0
5187,923,43455 Carey Center,4131,QLD,Australia,4,2017-04-20,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,Grimwade,Grimwade,Male,44.0,1977-06-26,Senior Financial Analyst,Financial Services,High Net Worth,No,No,19.0
